Activity,Case ID,Country,Cost,Event end,Team,User,Event ID
Send settlement instructions to clearing agent,110569,France,98.23276197,9/9/2015 13:30,Other,Quon Jefferson,792
Close outstanding settlement instructions and contractual journal,110561,US,328.1920784,24-8-2015 11:57:56,Controlling,Knox Gonzalez,793
Close outstanding settlement instructions and contractual journal,110562,US,93.54263933,24-8-2015 11:56:44,Controlling,Knox Gonzalez,794
Close outstanding settlement instructions and contractual journal,110563,US,178.8860397,24-8-2015 11:58:52,Controlling,Knox Gonzalez,795
Close outstanding settlement instructions and contractual journal,110564,US,875.5387737,24-8-2015 12:07:15,Controlling,Knox Gonzalez,796
Close outstanding settlement instructions and contractual journal,110565,US,581.2126072,24-8-2015 12:08:03,Controlling,Knox Gonzalez,797
Close outstanding settlement instructions and contractual journal,110566,US,657.7888984,24-8-2015 12:08:51,Controlling,Knox Gonzalez,798
Close outstanding settlement instructions and contractual journal,110567,US,713.0731239,1/9/2015 14:00,Controlling,Knox Gonzalez,799
Close outstanding settlement instructions and contractual journal,110568,US,383.2408177,18-8-2015 13:27:06,Controlling,Knox Gonzalez,800
Receive status update from clearing agent,110569,Germany,51.45233398,14-9-2015 09:36:17,Financial approval,Neil Vega,801
Create settlement instructions,110570,US,809.4802315,10/8/2015 14:30,Controlling,Knox Gonzalez,802
Place hold for authorization,110570,US,934.3392555,2/9/2015 13:13,Controlling,Knox Gonzalez,803
Receive authorization and remove hold,110570,US,698.4135093,2/9/2015 13:13,Controlling,Knox Gonzalez,804
Receive authorization and remove hold,110570,US,299.3566282,2/9/2015 13:13,Controlling,Knox Gonzalez,805
Send settlement instructions to clearing agent,110570,France,787.9871175,2/9/2015 13:34,Other,Shay Christensen,806
Receive status update from clearing agent,110570,Germany,971.0342536,2/9/2015 14:54,Line management,Kiona Sanchez,807
Create settlement instructions,110571,Germany,346.9654749,10/8/2015 14:31,Controlling,Clio Butler,808
Send settlement instructions to clearing agent,110571,Switzerland,35.16973244,14-8-2015 14:54:13,Purchasing,Gil Bush,809
Receive status update from clearing agent,110571,France,343.4456022,17-8-2015 10:18:02,Financial approval,Norman Calhoun,810
Create settlement instructions,110572,France,726.5469709,10/8/2015 14:31,Administration,Aaron Downs,811
Create settlement instructions,110574,US,330.9592866,10/8/2015 14:31,Controlling,Knox Gonzalez,812
Place hold for authorization,110574,US,11.61922154,2/9/2015 13:12,Controlling,Knox Gonzalez,813
Receive authorization and remove hold,110574,US,86.10601631,2/9/2015 13:12,Controlling,Knox Gonzalez,814
Receive authorization and remove hold,110574,US,847.9701565,2/9/2015 13:12,Controlling,Knox Gonzalez,815
Send settlement instructions to clearing agent,110574,UK,970.9366153,2/9/2015 13:31,Other,Tamara Aguilar,816
Receive status update from clearing agent,110574,Germany,863.0752937,2/9/2015 14:36,Line management,Kiona Sanchez,817
Create settlement instructions,110575,US,94.85112453,10/8/2015 14:32,Controlling,Knox Gonzalez,818
Place hold for authorization,110575,US,742.0373834,28-8-2015 09:31:12,Controlling,Knox Gonzalez,819
Receive authorization and remove hold,110575,US,832.9622234,28-8-2015 09:31:12,Controlling,Knox Gonzalez,820
Receive authorization and remove hold,110575,US,408.0396169,28-8-2015 09:31:20,Controlling,Knox Gonzalez,821
Send settlement instructions to clearing agent,110575,Germany,242.606506,2/9/2015 14:02,Other,Garrett Richardson,822
Receive status update from clearing agent,110575,Germany,679.4868996,7/9/2015 9:17,Financial approval,Neil Vega,823
Create settlement instructions,110576,US,422.2871388,10/8/2015 14:32,Controlling,Knox Gonzalez,824
Place hold for authorization,110576,US,483.7875899,28-8-2015 09:27:41,Controlling,Knox Gonzalez,825
Receive authorization and remove hold,110576,US,587.457815,28-8-2015 09:27:41,Controlling,Knox Gonzalez,826
Receive authorization and remove hold,110576,US,791.22187,28-8-2015 09:27:58,Controlling,Knox Gonzalez,827
Send settlement instructions to clearing agent,110576,UK,412.599085,2/9/2015 14:05,Other,Tamara Aguilar,828
Receive status update from clearing agent,110576,Germany,822.6476332,2/9/2015 14:37,Line management,Kiona Sanchez,829
Create settlement instructions,110577,US,52.70841601,10/8/2015 14:33,Controlling,Knox Gonzalez,830
Place hold for authorization,110577,US,219.1385659,28-8-2015 09:26:33,Controlling,Knox Gonzalez,831
Receive authorization and remove hold,110577,US,449.038247,28-8-2015 09:26:36,Controlling,Knox Gonzalez,832
Receive authorization and remove hold,110577,US,753.2665525,28-8-2015 09:26:51,Controlling,Knox Gonzalez,833
Send settlement instructions to clearing agent,110577,Netherlands,14.06301231,2/9/2015 14:07,Other,Micah Munoz,834
Receive status update from clearing agent,110577,Germany,876.970632,3/9/2015 9:15,Financial approval,Neil Vega,835
Create settlement instructions,110578,US,76.15151494,10/8/2015 14:33,Controlling,Knox Gonzalez,836
Place hold for authorization,110578,US,892.4294233,10/8/2015 15:36,Controlling,Knox Gonzalez,837
Receive authorization and remove hold,110578,US,172.109858,10/8/2015 15:36,Controlling,Knox Gonzalez,838
Send settlement instructions to clearing agent,110578,Germany,200.7386378,10/8/2015 15:37,Line management,Kiona Sanchez,839
Receive status update from clearing agent,110578,Germany,303.1584279,17-8-2015 09:59:14,Other,Rogan Campbell,840
Create settlement instructions,110579,US,886.6122939,10/8/2015 14:33,Controlling,Knox Gonzalez,841
Place hold for authorization,110579,US,510.2421289,10/8/2015 15:38,Controlling,Knox Gonzalez,842
Receive authorization and remove hold,110579,US,579.2314914,10/8/2015 15:38,Controlling,Knox Gonzalez,843
Send settlement instructions to clearing agent,110579,Germany,514.6057212,10/8/2015 15:39,Auto-processor,System,844
Send settlement instructions to clearing agent,110579,Germany,159.2083022,17-8-2015 15:39:59,Auto-processor,System,845
Send settlement instructions to clearing agent,110579,US,714.2682131,20-8-2015 15:40:28,Other,Xander Pittman,846
Receive status update from clearing agent,110579,Germany,26.26071832,21-8-2015 09:48:19,Line management,Kiona Sanchez,847
Create settlement instructions,110581,US,617.7339903,10/8/2015 14:34,Controlling,Knox Gonzalez,848
Place hold for authorization,110581,US,292.2996386,10/8/2015 15:39,Controlling,Knox Gonzalez,849
Receive authorization and remove hold,110581,US,719.6192619,10/8/2015 15:39,Controlling,Knox Gonzalez,850
Send settlement instructions to clearing agent,110581,Germany,621.0077167,10/8/2015 15:41,Auto-processor,System,851
Send settlement instructions to clearing agent,110581,Germany,745.7970401,17-8-2015 15:42:59,Auto-processor,System,852
Send settlement instructions to clearing agent,110581,US,909.1793435,20-8-2015 15:43:28,Other,Xander Pittman,853
Receive status update from clearing agent,110581,Germany,96.999702,21-8-2015 09:48:59,Line management,Kiona Sanchez,854
Close outstanding settlement instructions and contractual journal,110569,US,288.2274295,14-9-2015 16:51:32,Controlling,Knox Gonzalez,855
Close outstanding settlement instructions and contractual journal,110570,US,757.1637987,8/9/2015 11:30,Controlling,Knox Gonzalez,856
Close outstanding settlement instructions and contractual journal,110571,Germany,355.1616593,17-8-2015 14:06:20,Controlling,Clio Butler,857
Close outstanding settlement instructions and contractual journal,110574,US,956.239589,8/9/2015 14:09,Controlling,Knox Gonzalez,858
Close outstanding settlement instructions and contractual journal,110575,US,693.7237194,8/9/2015 17:48,Controlling,Knox Gonzalez,859
Close outstanding settlement instructions and contractual journal,110576,US,461.6662101,8/9/2015 11:28,Controlling,Knox Gonzalez,860
Close outstanding settlement instructions and contractual journal,110577,US,321.0108476,3/9/2015 15:41,Controlling,Knox Gonzalez,861
Close outstanding settlement instructions and contractual journal,110578,US,448.3019172,18-8-2015 13:24:56,Controlling,Knox Gonzalez,862
Close outstanding settlement instructions and contractual journal,110579,US,203.2726222,24-8-2015 12:03:29,Controlling,Knox Gonzalez,863
Close outstanding settlement instructions and contractual journal,110581,US,855.9785088,24-8-2015 12:04:21,Controlling,Knox Gonzalez,864
Create settlement instructions,110582,US,285.8857711,10/8/2015 14:34,Controlling,Knox Gonzalez,865
Place hold for authorization,110582,US,542.3614384,10/8/2015 15:42,Controlling,Knox Gonzalez,866
Receive authorization and remove hold,110582,US,414.6392498,10/8/2015 15:42,Controlling,Knox Gonzalez,867
Send settlement instructions to clearing agent,110582,Germany,856.0994189,10/8/2015 15:42,Auto-processor,System,868
Send settlement instructions to clearing agent,110582,Germany,793.517588,17-8-2015 15:42:59,Auto-processor,System,869
Send settlement instructions to clearing agent,110582,US,185.0682345,20-8-2015 15:43:28,Other,Xander Pittman,870
Receive status update from clearing agent,110582,Germany,656.6372724,21-8-2015 09:49:52,Line management,Kiona Sanchez,871
Create settlement instructions,110583,US,989.1260544,10/8/2015 14:35,Controlling,Knox Gonzalez,872
Place hold for authorization,110583,US,844.1295986,10/8/2015 15:44,Controlling,Knox Gonzalez,873
Receive authorization and remove hold,110583,US,568.7516221,10/8/2015 15:44,Controlling,Knox Gonzalez,874
Send settlement instructions to clearing agent,110583,Germany,971.7079029,10/8/2015 15:44,Line management,Kiona Sanchez,875
Receive status update from clearing agent,110583,Germany,553.9039207,17-8-2015 10:00:35,Other,Rogan Campbell,876
Create settlement instructions,110584,US,12.09860843,10/8/2015 14:35,Controlling,Knox Gonzalez,877
Place hold for authorization,110584,US,857.6870329,10/8/2015 15:47,Controlling,Knox Gonzalez,878
Receive authorization and remove hold,110584,US,588.6271143,10/8/2015 15:47,Controlling,Knox Gonzalez,879
Send settlement instructions to clearing agent,110584,US,421.2145307,10/8/2015 15:48,Other,Yoko Salas,880
Receive status update from clearing agent,110584,Germany,652.6978792,12/8/2015 16:03,Line management,Kiona Sanchez,881
Create settlement instructions,110585,US,341.7080251,10/8/2015 14:35,Controlling,Knox Gonzalez,882
Place hold for authorization,110585,US,234.8069056,10/8/2015 15:51,Controlling,Knox Gonzalez,883
Receive authorization and remove hold,110585,US,172.3879565,10/8/2015 15:51,Controlling,Knox Gonzalez,884
Send settlement instructions to clearing agent,110585,Germany,88.78120557,10/8/2015 15:53,Auto-processor,System,885
Send settlement instructions to clearing agent,110585,Germany,576.7325894,17-8-2015 15:54:59,Auto-processor,System,886
Send settlement instructions to clearing agent,110585,Germany,639.7862219,20-8-2015 15:55:28,Auto-processor,System,887
Receive authorization and remove hold,110585,US,577.7373784,24-8-2015 15:58:09,Controlling,Knox Gonzalez,888
Send settlement instructions to clearing agent,110585,UK,201.6070933,24-8-2015 16:16:30,Other,Laurel Ware,889
Receive status update from clearing agent,110585,Germany,143.9890941,26-8-2015 17:25:36,Line management,Kiona Sanchez,890
Create settlement instructions,110586,France,906.4772891,10/8/2015 14:36,Administration,Hunter Garcia,891
Send settlement instructions to clearing agent,110586,US,766.7891368,11/8/2015 9:27,Purchasing,Ignacia Taylor,892
Send settlement instructions to clearing agent,110586,Germany,63.93575468,13-8-2015 11:07:23,Purchasing,Blaze Barber,893
Receive status update from clearing agent,110586,Germany,733.7275663,17-8-2015 09:04:14,Line management,Griffin Donaldson,894
Create settlement instructions,110587,France,453.2684939,10/8/2015 14:36,Administration,Hunter Garcia,895
Send settlement instructions to clearing agent,110587,US,20.67794184,11/8/2015 9:32,Purchasing,Ignacia Taylor,896
Send settlement instructions to clearing agent,110587,Germany,808.7737771,13-8-2015 11:12:01,Purchasing,Blaze Barber,897
Receive status update from clearing agent,110587,Germany,787.6122908,17-8-2015 09:03:46,Line management,Griffin Donaldson,898
Create settlement instructions,110588,France,1001.495971,10/8/2015 14:37,Administration,Hunter Garcia,899
Send settlement instructions to clearing agent,110588,Netherlands,450.8294602,11/8/2015 9:33,Other,Brady Wilson,900
Receive status update from clearing agent,110588,Germany,700.2807706,11/8/2015 11:03,Other,Hashim Salinas,901
Create settlement instructions,110589,France,594.5803553,10/8/2015 14:37,Administration,Hunter Garcia,902
Send settlement instructions to clearing agent,110589,Netherlands,435.2543691,11/8/2015 9:33,Other,Haviva Hernandez,903
Receive status update from clearing agent,110589,Germany,736.4933274,11/8/2015 12:23,Line management,Griffin Donaldson,904
Create settlement instructions,110590,France,427.6999048,10/8/2015 14:37,Administration,Hunter Garcia,905
Send settlement instructions to clearing agent,110590,Germany,206.8728326,11/8/2015 9:34,Other,Wesley Preston,906
Receive status update from clearing agent,110590,Germany,851.494271,13-8-2015 15:04:49,Line management,Griffin Donaldson,907
Create settlement instructions,110591,France,290.3820204,10/8/2015 14:38,Administration,Hunter Garcia,908
Send settlement instructions to clearing agent,110591,Germany,220.4905114,11/8/2015 9:35,Auto-processor,System,909
Send settlement instructions to clearing agent,110591,Germany,552.0842319,20-8-2015 09:37:25,Auto-processor,System,910
Send settlement instructions to clearing agent,110591,Germany,385.4778701,27-8-2015 09:37:36,Auto-processor,System,911
Send settlement instructions to clearing agent,110591,UK,336.1880521,3/9/2015 9:51,Other,Nathan Lewis,912
Send settlement instructions to clearing agent,110591,Germany,697.9077172,3/9/2015 10:28,Auto-processor,System,913
Send settlement instructions to clearing agent,110591,Germany,369.8660644,14-9-2015 10:31:31,Auto-processor,System,914
Send settlement instructions to clearing agent,110591,UK,67.56976588,21-9-2015 10:31:40,Other,Jared Cotton,915
Receive status update from clearing agent,110591,UK,691.7072676,21-9-2015 10:57:16,Other,Nathan Lewis,916
Receive status update from clearing agent,110591,Switzerland,173.7203959,21-9-2015 11:50:08,Other,Cecilia Kline,917
Create settlement instructions,110592,France,600.4282276,10/8/2015 14:38,Administration,Hunter Garcia,918
Close outstanding settlement instructions and contractual journal,110582,US,198.5404375,24-8-2015 12:06:15,Controlling,Knox Gonzalez,919
Close outstanding settlement instructions and contractual journal,110583,US,371.0132013,18-8-2015 13:25:41,Controlling,Knox Gonzalez,920
Close outstanding settlement instructions and contractual journal,110584,US,923.6168413,18-8-2015 11:09:13,Controlling,Knox Gonzalez,921
Close outstanding settlement instructions and contractual journal,110585,US,223.737389,1/9/2015 13:59,Controlling,Knox Gonzalez,922
Close outstanding settlement instructions and contractual journal,110586,France,99.17993379,18-8-2015 07:48:06,Finance,Lars Walker,923
Close outstanding settlement instructions and contractual journal,110587,France,465.6712217,18-8-2015 07:47:58,Finance,Lars Walker,924
Close outstanding settlement instructions and contractual journal,110588,France,573.6270365,11/8/2015 11:49,Finance,Lars Walker,925
Close outstanding settlement instructions and contractual journal,110589,France,435.3983956,18-8-2015 07:46:01,Finance,Lars Walker,926
Close outstanding settlement instructions and contractual journal,110590,France,710.0070761,18-8-2015 07:47:25,Finance,Lars Walker,927
Close outstanding settlement instructions and contractual journal,110591,France,901.9095933,3/9/2015 9:39,Finance,Lars Walker,928
Close outstanding settlement instructions and contractual journal,110591,France,240.5958598,21-9-2015 14:20:34,Finance,Lars Walker,929
Send settlement instructions to clearing agent,110592,Switzerland,85.02403943,11/8/2015 9:37,Other,Grant Douglas,930
Send settlement instructions to clearing agent,110592,Netherlands,594.9473802,11/8/2015 9:48,Other,Haviva Hernandez,931
Send settlement instructions to clearing agent,110592,Germany,388.4091349,11/8/2015 13:47,Other,Ivan Wilkerson,932
Receive status update from clearing agent,110592,Germany,840.5278977,11/8/2015 14:13,Other,Hashim Salinas,933
Create settlement instructions,110593,France,413.229907,10/8/2015 14:38,Administration,Hunter Garcia,934
Send settlement instructions to clearing agent,110593,Netherlands,263.1572813,11/8/2015 9:39,Other,Brady Wilson,935
Receive status update from clearing agent,110593,Germany,923.9186476,11/8/2015 11:09,Other,Hashim Salinas,936
Create settlement instructions,110594,France,951.6260442,10/8/2015 14:39,Administration,Hunter Garcia,937
Send settlement instructions to clearing agent,110594,Germany,689.451423,11/8/2015 9:39,Other,Wesley Preston,938
Send settlement instructions to clearing agent,110594,Netherlands,903.682092,13-8-2015 15:15:26,Other,Brady Wilson,939
Send settlement instructions to clearing agent,110594,Germany,873.4755009,13-8-2015 16:16:34,Other,Ivan Wilkerson,940
Send settlement instructions to clearing agent,110594,Switzerland,138.8125667,14-8-2015 08:37:19,Other,Grant Douglas,941
Receive status update from clearing agent,110594,Germany,200.848778,14-8-2015 08:55:16,Line management,Griffin Donaldson,942
Create settlement instructions,110595,UK,628.5980475,10/8/2015 15:00,Finance,Rebecca Love,943
Send settlement instructions to clearing agent,110595,Netherlands,891.8041696,11/8/2015 14:45,Other,Lilah Olsen,944
Send settlement instructions to clearing agent,110595,Germany,680.6295438,18-8-2015 15:49:57,Other,Kenneth Beard,945
Receive status update from clearing agent,110595,Switzerland,104.4843953,18-8-2015 16:04:55,Financial approval,Jemima Woods,946
Create settlement instructions,110596,UK,39.37636222,10/8/2015 15:00,Finance,Rebecca Love,947
Send settlement instructions to clearing agent,110596,Austria,513.5137801,11/8/2015 14:56,Other,Maryam Beard,948
Receive status update from clearing agent,110596,US,132.0507596,12/8/2015 10:25,Other,Paula Duffy,949
Create settlement instructions,110597,UK,220.3478171,10/8/2015 15:01,Finance,Rebecca Love,950
Send settlement instructions to clearing agent,110597,US,302.9230005,11/8/2015 14:57,Purchasing,Summer Holcomb,951
Receive status update from clearing agent,110597,US,688.7391072,17-8-2015 15:05:28,Financial approval,Xerxes Espinoza,952
Create settlement instructions,110598,UK,282.9288541,10/8/2015 15:01,Finance,Rebecca Love,953
Send settlement instructions to clearing agent,110598,Germany,713.3111419,11/8/2015 14:57,Auto-processor,System,954
Send settlement instructions to clearing agent,110598,US,158.4598771,20-8-2015 14:58:28,Purchasing,Summer Holcomb,955
Receive status update from clearing agent,110598,US,680.2819744,24-8-2015 13:42:54,Financial approval,Xerxes Espinoza,956
Create settlement instructions,110599,UK,877.9580364,10/8/2015 15:01,Finance,Rebecca Love,957
Send settlement instructions to clearing agent,110599,US,187.3350613,11/8/2015 14:58,Purchasing,Summer Holcomb,958
Receive status update from clearing agent,110599,US,65.80875204,17-8-2015 14:37:46,Financial approval,Xerxes Espinoza,959
Create settlement instructions,110600,UK,754.0159085,10/8/2015 15:02,Finance,Rebecca Love,960
Send settlement instructions to clearing agent,110600,US,822.3675439,11/8/2015 14:59,Purchasing,Summer Holcomb,961
Receive status update from clearing agent,110600,US,848.1300347,17-8-2015 14:07:26,Financial approval,Xerxes Espinoza,962
Receive status update from clearing agent,110600,Netherlands,96.14189651,17-8-2015 16:28:42,Financial approval,Claire Frost,963
Create settlement instructions,110601,UK,867.8101643,10/8/2015 15:02,Finance,Rebecca Love,964
Send settlement instructions to clearing agent,110601,Germany,211.133042,11/8/2015 14:59,Auto-processor,System,965
Send settlement instructions to clearing agent,110601,US,630.0433122,20-8-2015 15:00:45,Purchasing,Summer Holcomb,966
Receive status update from clearing agent,110601,US,188.2473598,24-8-2015 13:45:23,Financial approval,Xerxes Espinoza,967
Create settlement instructions,110602,UK,842.8254133,10/8/2015 15:03,Finance,Rebecca Love,968
Send settlement instructions to clearing agent,110602,UK,562.5926017,11/8/2015 15:00,Other,Hayfa Bright,969
Receive status update from clearing agent,110602,Germany,959.8444002,12/8/2015 12:57,Other,Tyler Small,970
Create settlement instructions,110603,France,204.5283184,10/8/2015 15:03,Administration,Hunter Garcia,971
Send settlement instructions to clearing agent,110603,UK,541.9941021,11/8/2015 9:40,Other,Carolyn Silva,972
Receive status update from clearing agent,110603,Germany,584.2939257,17-8-2015 09:48:15,Line management,Griffin Donaldson,973
Create settlement instructions,110604,France,417.5086229,10/8/2015 15:03,Administration,Hunter Garcia,974
Send settlement instructions to clearing agent,110604,Netherlands,656.7645941,11/8/2015 9:41,Other,Brady Wilson,975
Receive status update from clearing agent,110604,Germany,461.5990184,11/8/2015 11:11,Other,Hashim Salinas,976
Close outstanding settlement instructions and contractual journal,110592,France,949.141183,12/8/2015 12:23,Finance,Lars Walker,977
Close outstanding settlement instructions and contractual journal,110593,France,821.2060908,11/8/2015 11:50,Finance,Lars Walker,978
Close outstanding settlement instructions and contractual journal,110594,France,868.8125947,18-8-2015 07:47:36,Finance,Lars Walker,979
Close outstanding settlement instructions and contractual journal,110595,UK,704.2656406,14-8-2015 10:51:17,Finance,Rebecca Love,980
Close outstanding settlement instructions and contractual journal,110596,UK,976.574098,12/8/2015 11:38,Finance,Medge Patel,981
Close outstanding settlement instructions and contractual journal,110597,UK,79.21280456,18-8-2015 09:31:28,Finance,Cullen Combs,982
Close outstanding settlement instructions and contractual journal,110598,UK,372.274096,25-8-2015 15:13:00,Finance,Cullen Combs,983
Close outstanding settlement instructions and contractual journal,110599,UK,241.4152732,17-8-2015 16:29:26,Finance,Cullen Combs,984
Close outstanding settlement instructions and contractual journal,110600,UK,957.8547114,20-8-2015 11:33:08,Finance,Medge Patel,985
Close outstanding settlement instructions and contractual journal,110601,UK,500.4413324,25-8-2015 15:13:20,Finance,Cullen Combs,986
Close outstanding settlement instructions and contractual journal,110602,UK,405.5907181,13-8-2015 12:59:58,Finance,Cullen Combs,987
Close outstanding settlement instructions and contractual journal,110603,France,68.62957886,18-8-2015 07:48:41,Finance,Lars Walker,988
Close outstanding settlement instructions and contractual journal,110604,France,268.0300137,11/8/2015 11:51,Finance,Lars Walker,989
Close outstanding settlement instructions and contractual journal,110595,UK,247.7723466,18-8-2015 16:06:10,Finance,Rebecca Love,990
Create settlement instructions,110605,France,640.1019986,10/8/2015 15:04,Administration,Hunter Garcia,991
Send settlement instructions to clearing agent,110605,UK,125.1678972,11/8/2015 9:42,Other,Jared Cotton,992
Receive status update from clearing agent,110605,UK,443.0209396,13-8-2015 09:04:26,Other,Nathan Lewis,993
Receive status update from clearing agent,110605,Germany,540.248544,14-8-2015 17:28:19,Auto-processor,System,994
Receive status update from clearing agent,110605,Germany,769.9771108,25-8-2015 17:31:18,Other,Hashim Salinas,995
Create settlement instructions,110606,France,793.1902351,10/8/2015 15:04,Administration,Hunter Garcia,996
Send settlement instructions to clearing agent,110606,UK,485.2202935,11/8/2015 9:43,Other,Jared Cotton,997
Send settlement instructions to clearing agent,110606,Switzerland,384.8688907,13-8-2015 09:03:44,Other,Grant Douglas,998
Send settlement instructions to clearing agent,110606,Germany,555.3067838,13-8-2015 09:49:39,Other,Vaughan Waller,999
